mode	grade	subject	title	priority	problemCount	visualProblemCount	currentKinds	recommendedKinds	rendererFamilies	needsNewVisual	needsDisplayUpgrade	reason
KOKUGO_G8_U10	8	KOKUGO	発表	B	50	0		argument_map,speech_structure	language-structure			意見と理由、発表構成を整理する問題に有効。
KOKUGO_G8_U11	8	KOKUGO	討論	B	50	0		argument_map,speech_structure	language-structure			意見と理由、発表構成を整理する問題に有効。
KOKUGO_G9_U01	9	KOKUGO	物語文の読み取り	B	50	0		story_timeline,character_relation	language-structure			場面の順序や人物関係を問う問題に限定して有効。
KOKUGO_G9_U02	9	KOKUGO	説明文の読み取り	B	50	0		paragraph_structure,cause_effect_flow	flow-diagram,language-structure			文章構造や因果関係を問う問題で有効。
KOKUGO_G9_U03	9	KOKUGO	詩・短歌・俳句	C	50	0						文字・文章そのものを読むことを優先し、図が答えの手掛かりになり過ぎないようにする。
KOKUGO_G9_U04	9	KOKUGO	古文	B	50	0		reading_order,classical_sentence_map	language-structure			返り点・語順・現代語との対応を扱う問題で使える。
KOKUGO_G9_U05	9	KOKUGO	漢文	B	50	0		reading_order,classical_sentence_map	language-structure			返り点・語順・現代語との対応を扱う問題で使える。
KOKUGO_G9_U06	9	KOKUGO	文法	A	50	1	sentence_structure	sentence_structure	language-structure		YES	文の要素を色分け・ブロック化して関係を示す価値が高い。
KOKUGO_G9_U07	9	KOKUGO	漢字の読み書き	C	50	0						文字・文章そのものを読むことを優先し、図が答えの手掛かりになり過ぎないようにする。
KOKUGO_G9_U08	9	KOKUGO	要約	A	50	1	paragraph_structure	paragraph_structure,idea_hierarchy	language-structure		YES	段落関係・中心文・要旨の構造を可視化できる。
KOKUGO_G9_U09	9	KOKUGO	論説文を書く	B	50	0		writing_structure	language-structure			文章の組み立てを作る問題で構成図が使える。
KOKUGO_G9_U10	9	KOKUGO	スピーチ	B	50	0		argument_map,speech_structure	language-structure			意見と理由、発表構成を整理する問題に有効。
KOKUGO_G9_U11	9	KOKUGO	討論	B	50	0		argument_map,speech_structure	language-structure			意見と理由、発表構成を整理する問題に有効。
KOKUGO_G9_U12	9	KOKUGO	卒業論文・発表	B	50	0		argument_map,speech_structure	language-structure			意見と理由、発表構成を整理する問題に有効。
LIFE_1_U01	1	LIFE	がっこうたんけん	B	30	0		simple_map,route_map	map			場所や順路を扱う問題に限定して地図表現が使える。
LIFE_1_U02	1	LIFE	がっこうのひととなかよし	C	31	0						体験・対話を中心にし、動的visualは原則不要。
LIFE_1_U03	1	LIFE	きせつとなかよし	B	50	0		season_cycle	specialized			季節ごとの自然や生き物の違いを比較する問題で有効。
LIFE_1_U04	1	LIFE	いきものとなかよし	B	30	0		observation_compare,life_cycle	science-life			観察ポイントや変化を比べる問題で有効。
LIFE_1_U05	1	LIFE	はなややさいをそだてよう	A	36	1	life_cycle	growth_sequence,plant_life_cycle	science-life		YES	成長の順序と変化を観察する単元なので連続図が有効。
LIFE_1_U06	1	LIFE	みぢかなものあそび	B	30	0		process_sequence,mechanism_diagram	specialized			作り方や仕組みを順序立てる問題で有効。
LIFE_1_U07	1	LIFE	じぶんのせいちょう	B	30	0		growth_timeline	flow-diagram			過去と現在の変化を時系列で示す問題に有効。
LIFE_2_U01	2	LIFE	まちたんけん	B	42	0		simple_map,route_map	map			場所や順路を扱う問題に限定して地図表現が使える。
LIFE_2_U02	2	LIFE	まちのひととなかよし	C	30	0						体験・対話を中心にし、動的visualは原則不要。
LIFE_2_U03	2	LIFE	きせつのしぜん	B	48	0		season_cycle	specialized			季節ごとの自然や生き物の違いを比較する問題で有効。
LIFE_2_U04	2	LIFE	やさいをそだてよう	A	44	1	life_cycle	growth_sequence,plant_life_cycle	science-life		YES	成長の順序と変化を観察する単元なので連続図が有効。
LIFE_2_U05	2	LIFE	いきもののかんさつ	B	30	0		observation_compare,life_cycle	science-life			観察ポイントや変化を比べる問題で有効。
LIFE_2_U06	2	LIFE	おもちゃづくり	B	46	0		process_sequence,mechanism_diagram	specialized			作り方や仕組みを順序立てる問題で有効。
LIFE_2_U07	2	LIFE	じぶんのせいちょう	B	44	0		growth_timeline	flow-diagram			過去と現在の変化を時系列で示す問題に有効。
MATH_G1_U01	1	MATH	かずとすうじ	B	38	27	dots,number_sequence	ten_frame,dots,number_line	quantity-model,specialized		YES	数のまとまり・順序を具体物と数直線で補助する。
MATH_G1_U02	1	MATH	いくつといくつ	B	50	32	dots	ten_frame,dots,number_line	quantity-model,specialized		YES	数のまとまり・順序を具体物と数直線で補助する。
MATH_G1_U03	1	MATH	かたちあそび	A	32	12	circle,polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G1_U04	1	MATH	なんばんめ	B	35	16	number_sequence	ten_frame,dots,number_line	quantity-model,specialized		YES	数のまとまり・順序を具体物と数直線で補助する。
MATH_G1_U05	1	MATH	あわせていくつ	A	42	24	dots,ten_frame	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G1_U06	1	MATH	ふえるといくつ	A	50	31	dots,ten_frame	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G1_U07	1	MATH	のこりはいくつ	A	50	30	ten_frame	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G1_U08	1	MATH	ちがいはいくつ	A	50	30	bar_model	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G1_U09	1	MATH	20までのかず	B	30	11	number_sequence	ten_frame,dots,number_line	quantity-model,specialized		YES	数のまとまり・順序を具体物と数直線で補助する。
MATH_G1_U10	1	MATH	なんじ	A	32	14	clock	clock,time_line	specialized		YES	時計の読みと経過時間は視覚情報が中心。
MATH_G1_U11	1	MATH	ながさくらべ	A	50	30	bar_chart	measurement_scale,comparison_strip	quantity-model		YES	目盛り・単位・量の比較は図を読む技能そのもの。
MATH_G1_U12	1	MATH	かさくらべ	A	40	20	bar_chart	measurement_scale,comparison_strip	quantity-model		YES	目盛り・単位・量の比較は図を読む技能そのもの。
MATH_G1_U13	1	MATH	えぐらふ	A	40	21	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G1_U14	1	MATH	ひょう	A	35	15	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G1_U15	1	MATH	さんかくとしかく	A	30	12	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G1_U16	1	MATH	かたちづくり	A	32	12	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G1_U17	1	MATH	3つのかずのけいさん	B	32	0		number_line,expression_flow	quantity-model			計算の順序を段階表示する問題で有効。
MATH_G1_U18	1	MATH	ぶんしょうだい	A	50	30	bar_model	bar_model,relationship_diagram,coordinate_plane	coordinate-graph,quantity-model,specialized		YES	文章中の数量関係を図に置き換えること自体が学習目標になる。
MATH_G2_U01	2	MATH	表とグラフ	A	50	31	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G2_U02	2	MATH	たし算	A	50	30	place_value_blocks	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G2_U03	2	MATH	ひき算	A	50	30	place_value_blocks	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G2_U04	2	MATH	長さ	A	50	30	bar_model	measurement_scale,comparison_strip	quantity-model		YES	目盛り・単位・量の比較は図を読む技能そのもの。
MATH_G2_U05	2	MATH	100までの数	B	50	30	number_line	place_value_blocks,place_value_chart,number_line	quantity-model		YES	位取りや数の大きさを見せる問題で有効。
MATH_G2_U06	2	MATH	かさ	A	38	18	measurement_scale	measurement_scale,comparison_strip	quantity-model		YES	目盛り・単位・量の比較は図を読む技能そのもの。
MATH_G2_U07	2	MATH	時こくと時かん	A	40	20	clock	clock,time_line	specialized		YES	時計の読みと経過時間は視覚情報が中心。
MATH_G2_U08	2	MATH	3けたの数	B	50	30	place_value_blocks	place_value_blocks,place_value_chart,number_line	quantity-model		YES	位取りや数の大きさを見せる問題で有効。
MATH_G2_U09	2	MATH	かけ算のいみ	A	40	20	array_model,groups_model	array_model,groups_model,number_line	quantity-model		YES	同じ数のまとまり・倍の意味を配列で理解させる。
MATH_G2_U10	2	MATH	九九	A	50	30	array_model	array_model,groups_model,number_line	quantity-model		YES	同じ数のまとまり・倍の意味を配列で理解させる。
MATH_G2_U11	2	MATH	はこの形	C	30	11	cube				YES	通常の式・文章表示で十分。
MATH_G2_U12	2	MATH	ぶんしょうだい	A	50	30	bar_model	bar_model,relationship_diagram,coordinate_plane	coordinate-graph,quantity-model,specialized		YES	文章中の数量関係を図に置き換えること自体が学習目標になる。
MATH_G3_U01	3	MATH	表とグラフ	A	50	30	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G3_U02	3	MATH	大きい数	B	50	0		place_value_blocks,place_value_chart,number_line	quantity-model			位取りや数の大きさを見せる問題で有効。
MATH_G3_U03	3	MATH	たし算	A	50	30	place_value_blocks	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G3_U04	3	MATH	ひき算	A	50	30	place_value_blocks	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G3_U05	3	MATH	時こくと時間	A	50	30	clock	clock,time_line	specialized		YES	時計の読みと経過時間は視覚情報が中心。
MATH_G3_U06	3	MATH	長さ	A	50	30	measurement_scale	measurement_scale,comparison_strip	quantity-model		YES	目盛り・単位・量の比較は図を読む技能そのもの。
MATH_G3_U07	3	MATH	かけ算	A	50	30	bar_model	array_model,groups_model,number_line	quantity-model		YES	同じ数のまとまり・倍の意味を配列で理解させる。
MATH_G3_U08	3	MATH	円と球	A	30	11	circle	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G3_U09	3	MATH	わり算	A	44	24	groups_model	groups_model,array_model,bar_model	quantity-model		YES	等分除・包含除・あまりを具体的に示せる。
MATH_G3_U10	3	MATH	あまりのあるわり算	A	50	30	groups_model	groups_model,array_model,bar_model	quantity-model		YES	等分除・包含除・あまりを具体的に示せる。
MATH_G3_U11	3	MATH	重さ	A	50	30	measurement_scale	measurement_scale,comparison_strip	quantity-model		YES	目盛り・単位・量の比較は図を読む技能そのもの。
MATH_G3_U12	3	MATH	小数	A	38	18	number_line	number_line,place_value_chart,area_model	quantity-model		YES	小数の位置・位取り・演算を数直線と面積で結び付ける。
MATH_G3_U13	3	MATH	分数	A	50	30	fraction_operation	fraction_area,fraction_number_line,fraction_operation	quantity-model,specialized		YES	分数は面積モデルと数直線の両方で表す価値が高い。
MATH_G3_U14	3	MATH	□をつかった式	B	50	0		balance_equation,algebra_tiles	quantity-model			未知数や文字の意味を数量関係として見せると理解しやすい。
MATH_G4_U01	4	MATH	大きい数	B	50	0		place_value_blocks,place_value_chart,number_line	quantity-model			位取りや数の大きさを見せる問題で有効。
MATH_G4_U02	4	MATH	わり算	A	50	30	bar_model	groups_model,array_model,bar_model	quantity-model		YES	等分除・包含除・あまりを具体的に示せる。
MATH_G4_U03	4	MATH	折れ線グラフ	A	50	30	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G4_U04	4	MATH	角	A	50	30	angle	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G4_U05	4	MATH	そろばん	A	50	30	soroban	soroban	quantity-model		YES	珠の位置そのものが学習対象。
MATH_G4_U06	4	MATH	小数	A	38	18	number_line	number_line,place_value_chart,area_model	quantity-model		YES	小数の位置・位取り・演算を数直線と面積で結び付ける。
MATH_G4_U07	4	MATH	小数のたし算とひき算	A	50	30	number_line	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G4_U08	4	MATH	面せき	A	50	30	area_grid	area_grid,shape_decomposition,circle_area	quantity-model		YES	分割・移動・方眼による面積理解が必要。
MATH_G4_U09	4	MATH	がい数	B	50	0		number_line	quantity-model			四捨五入する境界を数直線で示す問題に有効。
MATH_G4_U10	4	MATH	式と計算のじゅんじょ	B	50	0		number_line,expression_flow	quantity-model			計算の順序を段階表示する問題で有効。
MATH_G4_U11	4	MATH	分数	A	50	30	fraction,fraction_operation	fraction_area,fraction_number_line,fraction_operation	quantity-model,specialized		YES	分数は面積モデルと数直線の両方で表す価値が高い。
MATH_G4_U12	4	MATH	分数のたし算とひき算	A	50	30	fraction_operation	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G4_U13	4	MATH	直方体と立方体	C	30	10	cube				YES	通常の式・文章表示で十分。
MATH_G4_U14	4	MATH	変わり方	A	44	24	coordinate_plane	coordinate_plane,table_graph_link	coordinate-graph		YES	表・式・グラフを対応させることが学習の中核。
MATH_G4_U15	4	MATH	表やグラフにまとめる	A	50	30	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G5_U01	5	MATH	整数と小数	B	50	0		place_value_blocks,place_value_chart,number_line	quantity-model			位取りや数の大きさを見せる問題で有効。
MATH_G5_U02	5	MATH	体積	A	50	30	bar_model,unit_cubes	unit_cubes,prism,cylinder,solid_cross_section	geometry,quantity-model		YES	底面積×高さや立体構成を空間的に示す必要がある。
MATH_G5_U03	5	MATH	小数のかけ算	A	50	15	bar_model	array_model,groups_model,number_line	quantity-model		YES	同じ数のまとまり・倍の意味を配列で理解させる。
MATH_G5_U04	5	MATH	小数のわり算	A	50	30	bar_model	groups_model,array_model,bar_model	quantity-model		YES	等分除・包含除・あまりを具体的に示せる。
MATH_G5_U05	5	MATH	合同な図形	A	30	10	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G5_U06	5	MATH	分数と小数・整数	A	50	30	fraction	number_line,place_value_chart,area_model	quantity-model		YES	小数の位置・位取り・演算を数直線と面積で結び付ける。
MATH_G5_U07	5	MATH	分数のたし算とひき算	A	42	22	fraction_operation	ten_frame,place_value_blocks,bar_model,number_line	quantity-model		YES	加減の意味、繰り上がり・繰り下がり、差を視覚化する価値が高い。
MATH_G5_U08	5	MATH	平均	B	50	0		redistribution_bar,bar_chart	data-chart,quantity-model			平均化を高さのならしとして示すと意味理解に有効。
MATH_G5_U09	5	MATH	単位量あたりの大きさ	A	50	30	double_number_line	double_number_line,ratio_bar,motion_strip,percent_bar	quantity-model		YES	2量の対応関係を図にすると立式根拠が明確になる。
MATH_G5_U10	5	MATH	速さ	A	32	12	double_number_line	double_number_line,ratio_bar,motion_strip,percent_bar	quantity-model		YES	2量の対応関係を図にすると立式根拠が明確になる。
MATH_G5_U11	5	MATH	比例	A	50	30	double_number_line	coordinate_plane,table_graph_link	coordinate-graph		YES	表・式・グラフを対応させることが学習の中核。
MATH_G5_U12	5	MATH	円と正多角形	A	35	15	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G5_U13	5	MATH	角柱と円柱	A	30	10	cylinder,prism	unit_cubes,prism,cylinder,solid_cross_section	geometry,quantity-model		YES	底面積×高さや立体構成を空間的に示す必要がある。
MATH_G5_U14	5	MATH	割合	A	50	30	double_number_line	double_number_line,ratio_bar,motion_strip,percent_bar	quantity-model		YES	2量の対応関係を図にすると立式根拠が明確になる。
MATH_G5_U15	5	MATH	帯グラフと円グラフ	A	50	30	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G6_U01	6	MATH	対称な図形	A	30	10	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G6_U02	6	MATH	文字と式	B	50	0		balance_equation,algebra_tiles	quantity-model			未知数や文字の意味を数量関係として見せると理解しやすい。
MATH_G6_U03	6	MATH	分数のかけ算	A	50	30	fraction,fraction_operation	array_model,groups_model,number_line	quantity-model		YES	同じ数のまとまり・倍の意味を配列で理解させる。
MATH_G6_U04	6	MATH	分数のわり算	A	50	30	fraction,fraction_operation	groups_model,array_model,bar_model	quantity-model		YES	等分除・包含除・あまりを具体的に示せる。
MATH_G6_U05	6	MATH	比とその利用	A	40	20	double_number_line	double_number_line,ratio_bar,motion_strip,percent_bar	quantity-model		YES	2量の対応関係を図にすると立式根拠が明確になる。
MATH_G6_U06	6	MATH	比例と反比例	A	50	30	coordinate_plane	coordinate_plane,table_graph_link	coordinate-graph		YES	表・式・グラフを対応させることが学習の中核。
MATH_G6_U07	6	MATH	拡大図と縮図	A	32	12	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G6_U08	6	MATH	円の面積	A	38	18	circle	area_grid,shape_decomposition,circle_area	quantity-model		YES	分割・移動・方眼による面積理解が必要。
MATH_G6_U09	6	MATH	角柱と円柱の体積	A	44	24	cylinder,prism	unit_cubes,prism,cylinder,solid_cross_section	geometry,quantity-model		YES	底面積×高さや立体構成を空間的に示す必要がある。
MATH_G6_U10	6	MATH	およその面積と体積	A	50	30	area_grid,bar_model,unit_cubes	area_grid,shape_decomposition,circle_area	quantity-model		YES	分割・移動・方眼による面積理解が必要。
MATH_G6_U11	6	MATH	場合の数	A	32	12	probability_tree	probability_tree,spinner,dice_grid	probability		YES	起こりうる場合を漏れなく整理するため図が有効。
MATH_G6_U12	6	MATH	資料の調べ方	A	50	30	dot_plot	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G6_U13	6	MATH	算数のまとめ	C	50	0						総合復習は問題内容ごとに既存visualを再利用し、単元専用visualは増やさない。
MATH_G7_U01	7	MATH	正の数と負の数	A	38	18	number_line	number_line	quantity-model		YES	正負の位置と移動を数直線で捉えることが重要。
MATH_G7_U02	7	MATH	正負の数の加法と減法	A	50	30	number_line	number_line	quantity-model		YES	正負の位置と移動を数直線で捉えることが重要。
MATH_G7_U03	7	MATH	正負の数の乗法と除法	B	50	0		number_line,sign_pattern	quantity-model			符号規則の確認に補助図が使える。
MATH_G7_U04	7	MATH	文字式	B	30	0		balance_equation,algebra_tiles	quantity-model			未知数や文字の意味を数量関係として見せると理解しやすい。
MATH_G7_U05	7	MATH	文字式の計算	B	50	0		algebra_tiles	quantity-model			式変形を面積・タイルで確認する問題に限定して有効。
MATH_G7_U06	7	MATH	一次方程式	A	48	28	balance_equation	balance_equation,coordinate_plane	coordinate-graph,quantity-model		YES	等式の性質や2式の交点を視覚化できる。
MATH_G7_U07	7	MATH	一次方程式の利用	A	50	30	bar_model	bar_model,relationship_diagram,coordinate_plane	coordinate-graph,quantity-model,specialized		YES	文章中の数量関係を図に置き換えること自体が学習目標になる。
MATH_G7_U08	7	MATH	比例と反比例	A	30	10	coordinate_plane	coordinate_plane,table_graph_link	coordinate-graph		YES	表・式・グラフを対応させることが学習の中核。
MATH_G7_U09	7	MATH	平面図形	A	48	28	angle,polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G7_U10	7	MATH	空間図形	A	30	10	circle,cube,cylinder,prism	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G7_U11	7	MATH	資料の整理と活用	A	50	30	dot_plot	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G8_U01	8	MATH	式の計算	B	40	0		algebra_tiles	quantity-model			式変形を面積・タイルで確認する問題に限定して有効。
MATH_G8_U02	8	MATH	連立方程式	A	50	30	coordinate_plane	balance_equation,coordinate_plane	coordinate-graph,quantity-model		YES	等式の性質や2式の交点を視覚化できる。
MATH_G8_U03	8	MATH	連立方程式の利用	A	40	20	coordinate_plane	bar_model,relationship_diagram,coordinate_plane	coordinate-graph,quantity-model,specialized		YES	文章中の数量関係を図に置き換えること自体が学習目標になる。
MATH_G8_U04	8	MATH	一次関数	A	50	30	coordinate_plane	coordinate_plane,table_graph_link	coordinate-graph		YES	表・式・グラフを対応させることが学習の中核。
MATH_G8_U05	8	MATH	図形の性質	A	48	28	angle	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G8_U06	8	MATH	図形の合同	A	30	10	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G8_U07	8	MATH	三角形と四角形	C	38	18	polygon				YES	通常の式・文章表示で十分。
MATH_G8_U08	8	MATH	確率	A	39	19	dice_grid	probability_tree,spinner,dice_grid	probability		YES	起こりうる場合を漏れなく整理するため図が有効。
MATH_G8_U09	8	MATH	データの分析	A	50	30	dot_plot	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
MATH_G9_U01	9	MATH	式の展開と因数分解	B	47	0		algebra_tiles	quantity-model			式変形を面積・タイルで確認する問題に限定して有効。
MATH_G9_U02	9	MATH	平方根	B	36	0		number_line,square_area	quantity-model			数直線上の位置と正方形の面積モデルが概念理解を助ける。
MATH_G9_U03	9	MATH	二次方程式	B	48	0		coordinate_plane,area_model	coordinate-graph,quantity-model			解とグラフ・面積モデルを結び付ける問題で有効。
MATH_G9_U04	9	MATH	二次方程式の利用	B	36	0		coordinate_plane,area_model	coordinate-graph,quantity-model			解とグラフ・面積モデルを結び付ける問題で有効。
MATH_G9_U05	9	MATH	関数 y=ax^2	A	35	15	parabola	coordinate_plane,table_graph_link	coordinate-graph		YES	表・式・グラフを対応させることが学習の中核。
MATH_G9_U06	9	MATH	相似な図形	A	50	30	polygon	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G9_U07	9	MATH	三平方の定理	A	40	20	angle	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G9_U08	9	MATH	円の性質	A	44	24	circle	geometry_diagram,polygon,angle,circle,transformation_overlay	geometry		YES	形・角・対応・補助線など図そのものを読んで考える単元。
MATH_G9_U09	9	MATH	標本調査	A	36	15	bar_chart	bar_chart,line_chart,pie_chart,dot_plot,histogram,box_plot,sample_population	data-chart		YES	資料を図から読み取ることが単元の中心。
SCIENCE_3_U01	3	SCIENCE	しぜんのかんさつ	B	50	1	science_classification	observation_compare,classification_tree	science-life		YES	観察ポイントや分類条件を整理する問題で有効。
SCIENCE_3_U02	3	SCIENCE	こん虫のせい長	A	50	1	life_cycle	life_cycle,growth_sequence	science-life		YES	時間順の変化や成長段階を並べて理解する単元。
SCIENCE_3_U03	3	SCIENCE	しょくぶつのせい長	A	50	1	life_cycle	life_cycle,growth_sequence	science-life		YES	時間順の変化や成長段階を並べて理解する単元。
SCIENCE_3_U04	3	SCIENCE	太陽と地面	A	50	1	sun_shadow	sun_shadow	specialized		YES	太陽の位置と影の向き・長さの関係が図で明確になる。
SCIENCE_3_U05	3	SCIENCE	光	A	50	1	ray_diagram	ray_diagram	science-physics		YES	反射・屈折・像は光線図を読むことが重要。
SCIENCE_3_U06	3	SCIENCE	音	A	50	1	wave_diagram	wave_diagram,vibration_model	science-physics		YES	振動・振幅・周波数を形として比較できる。
SCIENCE_3_U07	3	SCIENCE	風とゴムのはたらき	B	50	1	force_diagram	force_arrow,distance_comparison	science-physics,specialized		YES	力の大きさと動きの変化を比較する問題で有効。
SCIENCE_3_U08	3	SCIENCE	電気の通り道	A	50	1	electric_circuit	electric_circuit,magnetic_field,energy_flow	science-physics		YES	回路・電流の向き・磁界は模式図が学習の中心。
SCIENCE_3_U09	3	SCIENCE	ものの重さ	A	50	1	force_diagram	force_diagram,pressure_area,vector_composition	science-physics		YES	力の向きと大きさを矢印で示す必要がある。
SCIENCE_3_U10	3	SCIENCE	じしゃく	A	50	1	magnetic_field	magnetic_field,magnet_force	science-physics,specialized		YES	極と力の向き・磁力線を図示できる。
SCIENCE_4_U01	4	SCIENCE	天気と気温	A	50	1	weather_map	weather_map,line_chart,front_cross_section	data-chart,science-earth		YES	気象データ・雲・前線の配置を読み取ることが重要。
SCIENCE_4_U02	4	SCIENCE	季節と生き物	B	50	1	life_cycle	season_cycle,life_cycle	science-life,specialized		YES	季節変化との対応を示す問題で有効。
SCIENCE_4_U03	4	SCIENCE	星と空	A	50	1	orbit_diagram	orbit_diagram,sky_path,moon_phase	science-earth		YES	天体の位置関係と見かけの動きは図なしでは理解しにくい。
SCIENCE_4_U04	4	SCIENCE	月の動き	A	50	1	orbit_diagram	orbit_diagram,sky_path,moon_phase	science-earth		YES	天体の位置関係と見かけの動きは図なしでは理解しにくい。
SCIENCE_4_U05	4	SCIENCE	電気のはたらき	A	50	1	electric_circuit	electric_circuit,magnetic_field,energy_flow	science-physics		YES	回路・電流の向き・磁界は模式図が学習の中心。
SCIENCE_4_U06	4	SCIENCE	空気と水	A	50	1	particle_model	particle_model,compression_model	science-matter,science-physics		YES	圧縮と体積変化を粒子モデルで説明しやすい。
SCIENCE_4_U07	4	SCIENCE	とじこめた空気	A	50	1	particle_model	particle_model,compression_model	science-matter,science-physics		YES	圧縮と体積変化を粒子モデルで説明しやすい。
SCIENCE_4_U08	4	SCIENCE	水のすがた	A	50	1	phase_change	phase_change,heat_flow	science-matter		YES	状態変化や熱の移動を流れとして見せられる。
SCIENCE_4_U09	4	SCIENCE	もののあたたまり方	A	50	1	heat_flow	phase_change,heat_flow	science-matter		YES	状態変化や熱の移動を流れとして見せられる。
SCIENCE_5_U01	5	SCIENCE	天気の変化	A	50	1	weather_map	weather_map,line_chart,front_cross_section	data-chart,science-earth		YES	気象データ・雲・前線の配置を読み取ることが重要。
SCIENCE_5_U02	5	SCIENCE	台風と天気	A	50	1	weather_map	weather_map,line_chart,front_cross_section	data-chart,science-earth		YES	気象データ・雲・前線の配置を読み取ることが重要。
SCIENCE_5_U03	5	SCIENCE	植物の発芽と成長	A	50	1	life_cycle	life_cycle,growth_sequence	science-life		YES	時間順の変化や成長段階を並べて理解する単元。
SCIENCE_5_U04	5	SCIENCE	花から実へ	A	50	1	life_cycle	life_cycle,growth_sequence	science-life		YES	時間順の変化や成長段階を並べて理解する単元。
