mode	unit	index	question	answer	options	unitLabel	passageTitle
MATH_G5_U15	帯グラフ と 円グラフ	1	円グラフは何を表すのに向く？	全体に対する割合	全体に対する割合 | 直線の長さ | 小数の位 | 合同条件		
MATH_G5_U15	帯グラフ と 円グラフ	2	帯グラフ全体は何％？	100%	100% | 50% | 1% | 0%		
MATH_G5_U15	帯グラフ と 円グラフ	3	円グラフ全体は何度？	360度	360度 | 180度 | 100度 | 90度		
MATH_G5_U15	帯グラフ と 円グラフ	4	円グラフで25%の中心角は？	90度	90度 | 25度 | 180度 | 45度		
MATH_G5_U15	帯グラフ と 円グラフ	5	円グラフで50%の中心角は？	180度	180度 | 50度 | 90度 | 360度		
MATH_G5_U15	帯グラフ と 円グラフ	6	円グラフで10%の中心角は？	36度	36度 | 10度 | 100度 | 72度		
MATH_G5_U15	帯グラフ と 円グラフ	7	帯グラフで一番長い部分は？	割合が一番大きい項目	割合が一番大きい項目 | 割合が一番小さい項目 | 最初の項目 | 単位がない項目		
MATH_G5_U15	帯グラフ と 円グラフ	8	円グラフで一番大きい扇形は？	割合が一番大きい項目	割合が一番大きい項目 | 名前が長い項目 | 色が濃い項目 | 最後の項目		
MATH_G5_U15	帯グラフ と 円グラフ	9	割合をグラフにする前に合計を確認する理由は？	全体を100%にするため	全体を100%にするため | 項目を消すため | 角を測らないため | 小数をなくすため		
MATH_G5_U15	帯グラフ と 円グラフ	10	20人中5人の割合は？	25%	25% | 5% | 20% | 40%		
MATH_G5_U15	帯グラフ と 円グラフ	11	40人中10人の円グラフ中心角は？	90度	90度 | 10度 | 40度 | 180度		
MATH_G5_U15	帯グラフ と 円グラフ	12	表から帯グラフを作る時、先に求めるものは？	各項目の割合	各項目の割合 | 各項目の色 | 項目名の長さ | 紙の大きさ		
MATH_G5_U15	帯グラフ と 円グラフ	13	割合の合計が101%になることがある理由は？	四捨五入のため	四捨五入のため | 必ず計算ミス | 全体が増えたため | 単位が違うため		
MATH_G5_U15	帯グラフ と 円グラフ	14	その他の項目を作る理由は？	小さい項目をまとめるため	小さい項目をまとめるため | 最大項目を隠すため | 合計を減らすため | 割合を0にするため		
MATH_G5_U15	帯グラフ と 円グラフ	15	2つの帯グラフを比べる時に注意することは？	全体が何か	全体が何か | 色の好み | 線の太さだけ | 項目名の順番だけ		
MATH_G5_U15	帯グラフ と 円グラフ	16	人数は少なくても割合が大きくなるのはどんな時？	全体の人数も少ない時	全体の人数も少ない時 | 全体が多い時だけ | 項目名が短い時 | 色が明るい時		
MATH_G5_U15	帯グラフ と 円グラフ	17	帯グラフと円グラフの共通点は？	割合を表す	割合を表す | 体積を求める | 速さを出す | 合同を調べる		
MATH_G5_U15	帯グラフ と 円グラフ	18	グラフから読み取ったことを書く時は？	数や割合を根拠にする	数や割合を根拠にする | 好きな項目を選ぶ | 色だけで決める | 題名を無視する		
MATH_G5_U15	帯グラフ と 円グラフ	19	帯グラフ・円グラフでまず確認することは？	何を調べた割合か	何を調べた割合か | 紙の向き | 色の数 | 文字の大きさ		
MATH_G5_U15	帯グラフ と 円グラフ	20	A,B,C の合計は？	6	6 | 4 | 5 | 7		
MATH_G5_U15	帯グラフ と 円グラフ	21	いちばん大きい割合の項目は？	A	A | B | C | 同じ		
MATH_G5_U15	帯グラフ と 円グラフ	22	A の割合は 全体の 何分のいくつ？	6/12	6/12 | 12/6 | 18/12 | 6/6		
MATH_G5_U15	帯グラフ と 円グラフ	23	A と B の差は？	3	3 | 11 | 7 | 4		
MATH_G5_U15	帯グラフ と 円グラフ	24	A,B,C の合計は？	8	8 | 10 | 7 | 3		
MATH_G5_U15	帯グラフ と 円グラフ	25	いちばん大きい割合の項目は？	A	A | B | C | 同じ		
MATH_G5_U15	帯グラフ と 円グラフ	26	A の割合は 全体の 何分のいくつ？	4/9	4/9 | 9/4 | 13/9 | 4/5		
MATH_G5_U15	帯グラフ と 円グラフ	27	A と B の差は？	2	2 | 8 | 5 | 3		
MATH_G5_U15	帯グラフ と 円グラフ	28	A,B,C の合計は？	11	11 | 24 | 10 | 7		
MATH_G5_U15	帯グラフ と 円グラフ	29	いちばん大きい割合の項目は？	A	A | B | C | 同じ		
MATH_G5_U15	帯グラフ と 円グラフ	30	A の割合は 全体の 何分のいくつ？	2/6	2/6 | 6/2 | 8/6 | 2/4		
MATH_G5_U15	帯グラフ と 円グラフ	31	A と B の差は？	1	1 | 5 | 3 | 2		
MATH_G5_U15	帯グラフ と 円グラフ	32	A,B,C の合計は？	8	8 | 12 | 7 | 5		
MATH_G5_U15	帯グラフ と 円グラフ	33	いちばん大きい割合の項目は？	A	A | B | C | 同じ		
MATH_G5_U15	帯グラフ と 円グラフ	34	A の割合は 全体の 何分のいくつ？	6/14	6/14 | 14/6 | 20/14 | 6/8		
MATH_G5_U15	帯グラフ と 円グラフ	35	A と B の差は？	6	6 | 8 | 7 | 1		
MATH_G5_U15	帯グラフ と 円グラフ	36	A,B,C の合計は？	5	5 | 4 | 3 | 6		
MATH_G5_U15	帯グラフ と 円グラフ	37	いちばん大きい割合の項目は？	同じ	同じ | A | B | C		
MATH_G5_U15	帯グラフ と 円グラフ	38	A の割合は 全体の 何分のいくつ？	4/11	4/11 | 11/4 | 15/11 | 4/7		
MATH_G5_U15	帯グラフ と 円グラフ	39	A と B の差は？	0	0 | 10 | 5 | 1		
MATH_G5_U15	帯グラフ と 円グラフ	40	A,B,C の合計は？	8	8 | 6 | 7 | 9		
MATH_G5_U15	帯グラフ と 円グラフ	41	いちばん大きい割合の項目は？	A	A | B | C | 同じ		
MATH_G5_U15	帯グラフ と 円グラフ	42	A の割合は 全体の 何分のいくつ？	2/8	2/8 | 8/2 | 10/8 | 2/6		
MATH_G5_U15	帯グラフ と 円グラフ	43	A と B の差は？	1	1 | 7 | 4 | 3		
MATH_G5_U15	帯グラフ と 円グラフ	44	A,B,C の合計は？	10	10 | 20 | 9 | 5		
MATH_G5_U15	帯グラフ と 円グラフ	45	いちばん大きい割合の項目は？	A	A | B | C | 同じ		
MATH_G5_U15	帯グラフ と 円グラフ	46	A の割合は 全体の 何分のいくつ？	6/11	6/11 | 11/6 | 17/11 | 6/5		
MATH_G5_U15	帯グラフ と 円グラフ	47	A と B の差は？	4	4 | 10 | 7 | 3		
MATH_G5_U15	帯グラフ と 円グラフ	48	A,B,C の合計は？	7	7 | 8 | 6 | 3		
MATH_G5_U15	帯グラフ と 円グラフ	49	いちばん大きい割合の項目は？	B	B | A | C | 同じ		
MATH_G6_U01	対称な 図形	0	線対称な図形で、折り目になる直線は？	対称の軸	対称の軸 | 対称の中心 | 対角線 | 底辺		
MATH_G6_U01	対称な 図形	1	点対称な図形で、180度回す中心の点は？	対称の中心	対称の中心 | 対称の軸 | 頂点 | 重心だけ		
MATH_G6_U01	対称な 図形	2	線対称な図形で、対応する2点を結ぶ線分は対称の軸と？	垂直に交わる	垂直に交わる | 平行になる | 重ならない | 必ず同じ辺になる		
MATH_G6_U01	対称な 図形	3	線対称な図形で、対応する2点から対称の軸までの距離は？	等しい	等しい | 2倍 | 半分 | 関係ない		
MATH_G6_U01	対称な 図形	4	点対称な図形で、対応する2点を結ぶ線分はどこを通る？	対称の中心	対称の中心 | 対称の軸 | どの頂点でもよい | 通らない		
MATH_G6_U01	対称な 図形	5	点対称な図形で、対応する2点から中心までの長さは？	等しい	等しい | 2倍 | 半分 | 関係ない		
MATH_G6_U01	対称な 図形	6	正方形の対称の軸は何本？	4本	4本 | 2本 | 1本 | 0本		
MATH_G6_U01	対称な 図形	7	長方形の対称の軸は何本？	2本	2本 | 4本 | 1本 | 0本		
MATH_G6_U01	対称な 図形	8	正三角形の対称の軸は何本？	3本	3本 | 1本 | 2本 | 0本		
MATH_G6_U01	対称な 図形	9	平行四辺形はふつう線対称？	線対称ではない	線対称ではない | 必ず線対称 | 必ず4本ある | 円と同じ		
MATH_G6_U01	対称な 図形	10	平行四辺形は点対称？	点対称	点対称 | 点対称ではない | 線対称だけ | 判断できない		
MATH_G6_U01	対称な 図形	11	正五角形は線対称？	線対称	線対称 | 点対称だけ | どちらでもない | 合同ではない		
MATH_G6_U01	対称な 図形	12	正五角形は点対称？	点対称ではない	点対称ではない | 点対称 | 線対称ではない | 必ず両方		
MATH_G6_U01	対称な 図形	13	正六角形は点対称？	点対称	点対称 | 点対称ではない | 線対称ではない | 合同ではない		
MATH_G6_U01	対称な 図形	14	円の対称の軸は？	無数にある	無数にある | 1本 | 2本 | 0本		
MATH_G6_U01	対称な 図形	15	アルファベットHの形は、ふつうどの対称？	線対称でも点対称でもある	線対称でも点対称でもある | 線対称だけ | 点対称だけ | どちらでもない		
MATH_G6_U01	対称な 図形	16	線対称な図形を作図する時、対応点は軸から？	同じ距離に取る	同じ距離に取る | 2倍の距離に取る | 必ず軸上に取る | 自由に取る		
MATH_G6_U01	対称な 図形	17	点対称な図形を作図する時、対応点は中心から？	反対側に同じ距離で取る	反対側に同じ距離で取る | 同じ側に取る | 軸上に取る | 必ず上に取る		
MATH_G6_U01	対称な 図形	18	線対称か点対称か調べる時に見ることは？	重ね方や回し方	重ね方や回し方 | 色の数 | 面積だけ | 名前の長さ		
MATH_G6_U01	対称な 図形	19	対称な図形の対応する角の大きさは？	等しい	等しい | 必ず2倍 | 必ず90度 | 関係ない		
MATH_G6_U01	対称な 図形	20	線対称な図形で、折り目になる線は？	対称の軸	対称の軸 | 対称の中心 | 対角線 | 底辺		
MATH_G6_U01	対称な 図形	21	点対称の図形は何度回すと重なる？	180度	180度 | 90度 | 360度 | 45度		
MATH_G6_U01	対称な 図形	22	線対称な図形で、対応する2点を結ぶ線分と対称の軸の関係は？	垂直に交わる	垂直に交わる | 平行になる | 必ず重なる | 関係ない		
MATH_G6_U01	対称な 図形	23	線対称な図形で、対応する2点は対称の軸からの距離が？	等しい	等しい | 2倍 | 半分 | 決まらない		
MATH_G6_U01	対称な 図形	24	点対称な図形で、対応する2点を結ぶ線分はどこを通る？	対称の中心	対称の中心 | 対称の軸 | 必ず頂点 | 図形の外だけ		
MATH_G6_U01	対称な 図形	25	正方形の対称の軸は何本？	4本	4本 | 2本 | 1本 | 0本		
MATH_G6_U01	対称な 図形	26	長方形（正方形ではない）の対称の軸は何本？	2本	2本 | 4本 | 1本 | 0本		
MATH_G6_U01	対称な 図形	27	正三角形の対称の軸は何本？	3本	3本 | 1本 | 2本 | 0本		
MATH_G6_U01	対称な 図形	28	平行四辺形は一般に点対称？	点対称	点対称 | 必ず線対称 | 対称ではない | 円対称		
MATH_G6_U01	対称な 図形	29	対称な図形を調べるとき、対応する辺の長さは？	等しい	等しい | 必ず2倍 | 必ず半分 | 比べられない		
MATH_G6_U02	文字 と 式	0	1こx円の品物を5こ買う代金は？	5x円	5x円 | x+5円 | x-5円 | x÷5円		
MATH_G6_U02	文字 と 式	1	x円の品物を買って100円出したおつりは？	100-x円	100-x円 | x-100円 | 100x円 | x+100円		
MATH_G6_U02	文字 と 式	2	1辺acmの正方形のまわりの長さは？	4a cm	4a cm | a² cm | a+4 cm | a÷4 cm		
MATH_G6_U02	文字 と 式	3	1辺acmの正方形の面積は？	a×a cm²	a×a cm² | 4a cm² | a+4 cm² | a÷2 cm²		
MATH_G6_U02	文字 と 式	4	たてacm、よこbcmの長方形の面積は？	ab cm²	ab cm² | a+b cm² | 2a+2b cm² | a-b cm²		
MATH_G6_U02	文字 と 式	5	底辺acm、高さhcmの三角形の面積は？	a×h÷2 cm²	a×h÷2 cm² | a×h cm² | a+h cm² | (a+h)×2 cm²		
MATH_G6_U02	文字 と 式	6	x=6の時、x+8の値は？	14	14 | 48 | 2 | 68		
MATH_G6_U02	文字 と 式	7	x=6の時、3xの値は？	18	18 | 9 | 36 | 3		
MATH_G6_U02	文字 と 式	8	a=4、b=7の時、a+bの値は？	11	11 | 28 | 3 | 47		
MATH_G6_U02	文字 と 式	9	a=4、b=7の時、abの値は？	28	28 | 11 | 47 | 3		
MATH_G6_U02	文字 と 式	10	x+12=30のxは？	18	18 | 42 | 12 | 30		
MATH_G6_U02	文字 と 式	11	x-9=16のxは？	25	25 | 7 | 144 | 16		
MATH_G6_U02	文字 と 式	12	4x=36のxは？	9	9 | 32 | 40 | 144		
MATH_G6_U02	文字 と 式	13	x÷5=8のxは？	40	40 | 13 | 3 | 8		
MATH_G6_U02	文字 と 式	14	x+5と5+xの値は？	いつも同じ	いつも同じ | いつも違う | xが5の時だけ同じ | 計算できない		
MATH_G6_U02	文字 と 式	15	3×(x+2)を分配すると？	3x+6	3x+6 | 3x+2 | x+6 | 5x		
MATH_G6_U02	文字 と 式	16	x+x+xを簡単に書くと？	3x	3x | x³ | x+3 | xxxだけ		
MATH_G6_U02	文字 と 式	17	x×xを簡単に書くと？	x²	x² | 2x | x+2 | xx円		
MATH_G6_U02	文字 と 式	18	文字を使うよさは？	数が変わっても関係を表せる	数が変わっても関係を表せる | 計算が不要になる | 答えが必ず整数になる | 単位を消せる		
MATH_G6_U02	文字 と 式	19	式の値を求める時にすることは？	文字に数を代入する	文字に数を代入する | 文字を消す | 文字を必ず1にする | 単位だけ見る		
MATH_G6_U02	文字 と 式	20	□ + 6 = 13。□ は？	7	7 | 6 | 13 | 8		
MATH_G6_U02	文字 と 式	21	7 × □ = 63。□ は？	9	9 | 7 | 16 | 10		
MATH_G6_U02	文字 と 式	22	□ + 8 = 19。□ は？	11	11 | 8 | 19 | 12		
MATH_G6_U02	文字 と 式	23	9 × □ = 117。□ は？	13	13 | 9 | 22 | 14		
MATH_G6_U02	文字 と 式	24	□ + 2 = 9。□ は？	7	7 | 2 | 9 | 8		
MATH_G6_U02	文字 と 式	25	3 × □ = 12。□ は？	4	4 | 3 | 7 | 5		
MATH_G6_U02	文字 と 式	26	□ + 4 = 10。□ は？	6	6 | 4 | 10 | 7		
MATH_G6_U02	文字 と 式	27	5 × □ = 40。□ は？	8	8 | 5 | 13 | 9		
MATH_G6_U02	文字 と 式	28	□ + 6 = 16。□ は？	10	10 | 6 | 16 | 11		
MATH_G6_U02	文字 と 式	29	7 × □ = 84。□ は？	12	12 | 7 | 19 | 13		
MATH_G6_U02	文字 と 式	30	□ + 8 = 17。□ は？	9	9 | 8 | 17 | 10		
MATH_G6_U02	文字 と 式	31	9 × □ = 99。□ は？	11	11 | 9 | 20 | 12		
MATH_G6_U02	文字 と 式	32	□ + 2 = 7。□ は？	5	5 | 2 | 7 | 6		
MATH_G6_U02	文字 と 式	33	3 × □ = 21。□ は？	7	7 | 3 | 10 | 8		
MATH_G6_U02	文字 と 式	34	□ + 4 = 13。□ は？	9	9 | 4 | 13 | 10		
MATH_G6_U02	文字 と 式	35	5 × □ = 30。□ は？	6	6 | 5 | 11 | 7		
MATH_G6_U02	文字 と 式	36	□ + 6 = 14。□ は？	8	8 | 6 | 14 | 9		
MATH_G6_U02	文字 と 式	37	7 × □ = 70。□ は？	10	10 | 7 | 17 | 11		
MATH_G6_U02	文字 と 式	38	□ + 8 = 20。□ は？	12	12 | 8 | 20 | 13		
MATH_G6_U02	文字 と 式	39	9 × □ = 126。□ は？	14	14 | 9 | 23 | 15		
MATH_G6_U02	文字 と 式	40	□ + 2 = 5。□ は？	3	3 | 2 | 5 | 4		
MATH_G6_U02	文字 と 式	41	3 × □ = 15。□ は？	5	5 | 3 | 8 | 6		
MATH_G6_U02	文字 と 式	42	□ + 4 = 11。□ は？	7	7 | 4 | 11 | 8		
MATH_G6_U02	文字 と 式	43	5 × □ = 45。□ は？	9	9 | 5 | 14 | 10		
MATH_G6_U02	文字 と 式	44	□ + 6 = 17。□ は？	11	11 | 6 | 17 | 12		
MATH_G6_U02	文字 と 式	45	7 × □ = 56。□ は？	8	8 | 7 | 15 | 9		
MATH_G6_U02	文字 と 式	46	□ + 8 = 18。□ は？	10	10 | 8 | 18 | 11		
MATH_G6_U02	文字 と 式	47	9 × □ = 108。□ は？	12	12 | 9 | 21 | 13		
MATH_G6_U02	文字 と 式	48	□ + 2 = 8。□ は？	6	6 | 2 | 8 | 7		
MATH_G6_U02	文字 と 式	49	3 × □ = 24。□ は？	8	8 | 3 | 11 | 9		
MATH_G6_U03	分数の かけ算	0	2/3×4/5=?	8/15	8/15 | 6/8 | 2/15 | 4/3		
MATH_G6_U03	分数の かけ算	1	3/4×2/5=?	3/10	3/10 | 6/25 | 5/9 | 6/9		
MATH_G6_U03	分数の かけ算	2	5/6×3/10=?	1/4	1/4 | 15/50 | 8/16 | 5/18		
MATH_G6_U03	分数の かけ算	3	4/7×7/8=?	1/2	1/2 | 28/48 | 4/7 | 7/8		
MATH_G6_U03	分数の かけ算	4	3/5×10=?	6	6 | 30/50 | 3/50 | 2		
MATH_G6_U03	分数の かけ算	5	2/9×6=?	4/3	4/3 | 12/54 | 1/3 | 8/9		
MATH_G6_U03	分数の かけ算	6	1と1/2×2/3を計算する前にすることは？	仮分数に直す	仮分数に直す | 整数だけかける | 分母を足す | 小数点を動かす		
MATH_G6_U03	分数の かけ算	7	1と1/2×2/3=?	1	1 | 3/5 | 2/3 | 3		
MATH_G6_U03	分数の かけ算	8	4/5×0の答えは？	0	0 | 4/5 | 1 | 5/4		
MATH_G6_U03	分数の かけ算	9	4/5×1の答えは？	4/5	4/5 | 1 | 0 | 5/4		
MATH_G6_U03	分数の かけ算	10	分数のかけ算で整数はどこにかける？	分子	分子 | 分母 | 両方 | どこにもかけない		
MATH_G6_U03	分数の かけ算	11	分数×分数で、答えの分母は？	分母どうしの積	分母どうしの積 | 分子どうしの積 | 分母どうしの和 | 大きい分母		
MATH_G6_U03	分数の かけ算	12	計算の途中で約分するよさは？	数を小さくして計算しやすい	数を小さくして計算しやすい | 答えを変える | 分母を消す | 必ず整数にする		
MATH_G6_U03	分数の かけ算	13	2/3の3/4倍は、2/3より？	小さい	小さい | 大きい | 同じ | 比べられない		
MATH_G6_U03	分数の かけ算	14	2/3の5/4倍は、2/3より？	大きい	大きい | 小さい | 同じ | 0になる		
MATH_G6_U03	分数の かけ算	15	面積で、たて2/3m、よこ3/5mなら式は？	2/3×3/5	2/3×3/5 | 2/3+3/5 | 2/3÷3/5 | 3/5-2/3		
MATH_G6_U03	分数の かけ算	16	1mで3/4kgの棒が2/3mある時の重さは？	1/2kg	1/2kg | 3/4kg | 2/3kg | 17/12kg		
MATH_G6_U03	分数の かけ算	17	逆数を使うのは主にどの計算？	分数のわり算	分数のわり算 | 分数のかけ算だけ | たし算 | ひき算		
MATH_G6_U03	分数の かけ算	18	分数のかけ算後に確認することは？	約分できるか	約分できるか | 分母を足したか | 小数点の位置だけ | 答えが最大か		
MATH_G6_U03	分数の かけ算	19	分数のかけ算で大切な見積もりは？	1より大きいか小さいか	1より大きいか小さいか | 色が同じか | 分母だけ大きいか | 問題文の長さ		
MATH_G6_U03	分数の かけ算	20	3/8 × 1/7 = ?	3/56	3/56 | 4/56 | 3/57 | 4/57		
MATH_G6_U03	分数の かけ算	21	4/2 の 分子は？	4	4 | 2 | 6 | 8		
MATH_G6_U03	分数の かけ算	22	5/3 の 分母は？	3	3 | 5 | 8 | 2		
MATH_G6_U03	分数の かけ算	23	6/4 × 1 = ?	3/2	3/2 | 4/2 | 3/3 | 4/3		
MATH_G6_U03	分数の かけ算	24	1/5 × 5/3 = ?	1/3	1/3 | 2/3 | 1/4 | 2/4		
MATH_G6_U03	分数の かけ算	25	2/6 の 分子は？	2	2 | 6 | 8 | 12		
MATH_G6_U03	分数の かけ算	26	3/7 の 分母は？	7	7 | 3 | 10 | 6		
MATH_G6_U03	分数の かけ算	27	4/8 × 1 = ?	1/2	1/2 | 2/2 | 1/3 | 2/3		
MATH_G6_U03	分数の かけ算	28	5/2 × 4/7 = ?	10/7	10/7 | 11/7 | 10/8 | 11/8		
MATH_G6_U03	分数の かけ算	29	6/3 の 分子は？	6	6 | 3 | 9 | 18		
MATH_G6_U03	分数の かけ算	30	1/4 の 分母は？	4	4 | 1 | 5 | 3		
MATH_G6_U03	分数の かけ算	31	2/5 × 1 = ?	2/5	2/5 | 3/5 | 2/6 | 3/6		
MATH_G6_U03	分数の かけ算	32	3/6 × 4/3 = ?	2/3	2/3 | 3/3 | 2/4 | 3/4		
MATH_G6_U03	分数の かけ算	33	4/7 の 分子は？	4	4 | 7 | 11 | 28		
MATH_G6_U03	分数の かけ算	34	5/8 の 分母は？	8	8 | 5 | 13 | 7		
MATH_G6_U03	分数の かけ算	35	6/2 × 1 = ?	3	3 | 4 | 2 | 3/2		
MATH_G6_U03	分数の かけ算	36	1/3 × 2/7 = ?	2/21	2/21 | 3/21 | 2/22 | 3/22		
MATH_G6_U03	分数の かけ算	37	2/4 の 分子は？	2	2 | 4 | 6 | 8		
MATH_G6_U03	分数の かけ算	38	3/5 の 分母は？	5	5 | 3 | 8 | 4		
MATH_G6_U03	分数の かけ算	39	4/6 × 1 = ?	2/3	2/3 | 3/3 | 2/4 | 3/4		
MATH_G6_U03	分数の かけ算	40	5/7 × 1/3 = ?	5/21	5/21 | 6/21 | 5/22 | 6/22		
MATH_G6_U03	分数の かけ算	41	6/8 の 分子は？	6	6 | 8 | 14 | 48		
MATH_G6_U03	分数の かけ算	42	1/2 の 分母は？	2	2 | 1 | 3 | 4		
MATH_G6_U03	分数の かけ算	43	2/3 × 1 = ?	2/3	2/3 | 3/3 | 2/4 | 3/4		
MATH_G6_U03	分数の かけ算	44	3/4 × 5/7 = ?	15/28	15/28 | 16/28 | 15/29 | 16/29		
MATH_G6_U03	分数の かけ算	45	4/5 の 分子は？	4	4 | 5 | 9 | 20		
MATH_G6_U03	分数の かけ算	46	5/6 の 分母は？	6	6 | 5 | 11 | 7		
MATH_G6_U03	分数の かけ算	47	6/7 × 1 = ?	6/7	6/7 | 7/7 | 6/8 | 7/8		
MATH_G6_U03	分数の かけ算	48	1/8 × 4/3 = ?	1/6	1/6 | 2/6 | 1/7 | 2/7		
MATH_G6_U03	分数の かけ算	49	2/2 の 分子は？	2	2 | 4 | 3 | 1		
MATH_G6_U04	分数の わり算	0	2/3÷4/5=?	5/6	5/6 | 8/15 | 6/5 | 2/15		
MATH_G6_U04	分数の わり算	1	3/4÷2/5=?	15/8	15/8 | 6/20 | 5/6 | 1/2		
MATH_G6_U04	分数の わり算	2	5/6÷10/3=?	1/4	1/4 | 50/18 | 8/16 | 5/18		
MATH_G6_U04	分数の わり算	3	4/7÷2=?	2/7	2/7 | 4/12 | 8/7 | 2		
MATH_G6_U04	分数の わり算	4	3/5÷6=?	1/10	1/10 | 18/5 | 3/20 | 2/5		
MATH_G6_U04	分数の わり算	5	5÷1/2=?	10	10 | 5/2 | 2.5 | 5		
MATH_G6_U04	分数の わり算	6	3÷2/5=?	15/2	15/2 | 6/5 | 5/6 | 3/5		
MATH_G6_U04	分数の わり算	7	1と1/2÷3/4=?	2	2 | 9/8 | 1 | 3/2		
MATH_G6_U04	分数の わり算	8	分数のわり算で、わる数はどうする？	逆数にしてかける	逆数にしてかける | そのままかける | 分母だけ足す | 分子だけ引く		
MATH_G6_U04	分数の わり算	9	3/4の逆数は？	4/3	4/3 | 3/4 | 1/4 | 7/3		
MATH_G6_U04	分数の わり算	10	5の逆数は？	1/5	1/5 | 5/1 | 0.5 | 5		
MATH_G6_U04	分数の わり算	11	1/6の逆数は？	6	6 | 1/6 | 0.6 | 1		
MATH_G6_U04	分数の わり算	12	同じ分数でわると答えは？	1	1 | 0 | その分数 | 逆数		
MATH_G6_U04	分数の わり算	13	4/5÷1の答えは？	4/5	4/5 | 5/4 | 1 | 0		
MATH_G6_U04	分数の わり算	14	4/5÷4/5の答えは？	1	1 | 16/25 | 0 | 5/4		
MATH_G6_U04	分数の わり算	15	1より小さい数でわると商はふつう？	大きくなる	大きくなる | 小さくなる | 同じ | 0になる		
MATH_G6_U04	分数の わり算	16	1より大きい数でわると商はふつう？	小さくなる	小さくなる | 大きくなる | 同じ | 必ず1		
MATH_G6_U04	分数の わり算	17	2Lのジュースを1/4Lずつ分けると何杯？	8杯	8杯 | 1/2杯 | 4杯 | 2杯		
MATH_G6_U04	分数の わり算	18	3/4mが1/8mの何こ分？	6こ分	6こ分 | 3こ分 | 8こ分 | 1/6こ分		
MATH_G6_U04	分数の わり算	19	分数のわり算を確かめる方法は？	商×わる数	商×わる数 | 商+わる数 | わる数-商 | 逆数だけ見る		
MATH_G6_U04	分数の わり算	20	4/9 ÷ 1/2 = ?	8/9	8/9 | 9/9 | 8/10 | 9/10		
MATH_G6_U04	分数の わり算	21	2/3 を ひっくり返すと？	3/2	3/2 | 2/3 | 5/3 | 1/2		
MATH_G6_U04	分数の わり算	22	6/4 ÷ 1 = ?	3/2	3/2 | 4/2 | 3/3 | 4/3		
MATH_G6_U04	分数の わり算	23	分数のわり算で 先にすることは？	わる数をひっくり返す	わる数をひっくり返す | たす | 分母をたす | 分子をひく		
MATH_G6_U04	分数の わり算	24	2/6 ÷ 5/2 = ?	2/15	2/15 | 3/15 | 2/16 | 3/16		
MATH_G6_U04	分数の わり算	25	1/3 を ひっくり返すと？	3/1	3/1 | 1/3 | 4/3 | 2/1		
MATH_G6_U04	分数の わり算	26	4/8 ÷ 1 = ?	1/2	1/2 | 2/2 | 1/3 | 2/3		
MATH_G6_U04	分数の わり算	27	分数のわり算で 先にすることは？	わる数をひっくり返す	わる数をひっくり返す | たす | 分母をたす | 分子をひく		
MATH_G6_U04	分数の わり算	28	6/3 ÷ 4/2 = ?	1	1 | 2 | 0 | 1/2		
MATH_G6_U04	分数の わり算	29	5/3 を ひっくり返すと？	3/5	3/5 | 5/3 | 8/3 | -2/5		
MATH_G6_U04	分数の わり算	30	2/5 ÷ 1 = ?	2/5	2/5 | 3/5 | 2/6 | 3/6		
MATH_G6_U04	分数の わり算	31	分数のわり算で 先にすることは？	わる数をひっくり返す	わる数をひっくり返す | たす | 分母をたす | 分子をひく		
MATH_G6_U04	分数の わり算	32	4/7 ÷ 3/2 = ?	8/21	8/21 | 9/21 | 8/22 | 9/22		
MATH_G6_U04	分数の わり算	33	4/3 を ひっくり返すと？	3/4	3/4 | 4/3 | 7/3 | -1/4		
MATH_G6_U04	分数の わり算	34	6/9 ÷ 1 = ?	2/3	2/3 | 3/3 | 2/4 | 3/4		
MATH_G6_U04	分数の わり算	35	分数のわり算で 先にすることは？	わる数をひっくり返す	わる数をひっくり返す | たす | 分母をたす | 分子をひく		
MATH_G6_U04	分数の わり算	36	2/4 ÷ 3/2 = ?	1/3	1/3 | 2/3 | 1/4 | 2/4		
MATH_G6_U04	分数の わり算	37	4/6 ÷ 1 = ?	2/3	2/3 | 3/3 | 2/4 | 3/4		
MATH_G6_U04	分数の わり算	38	分数のわり算で 先にすることは？	わる数をひっくり返す	わる数をひっくり返す | たす | 分母をたす | 分子をひく		
MATH_G6_U04	分数の わり算	39	6/8 ÷ 1/2 = ?	3/2	3/2 | 4/2 | 3/3 | 4/3		
MATH_G6_U04	分数の わり算	40	2/3 ÷ 1 = ?	2/3	2/3 | 3/3 | 2/4 | 3/4		
MATH_G6_U04	分数の わり算	41	分数のわり算で 先にすることは？	わる数をひっくり返す	わる数をひっくり返す | たす | 分母をたす | 分子をひく		
MATH_G6_U04	分数の わり算	42	4/5 ÷ 5/2 = ?	8/25	8/25 | 9/25 | 8/26 | 9/26		
MATH_G6_U04	分数の わり算	43	6/7 ÷ 1 = ?	6/7	6/7 | 7/7 | 6/8 | 7/8		
MATH_G6_U04	分数の わり算	44	分数のわり算で 先にすることは？	わる数をひっくり返す	わる数をひっくり返す | たす | 分母をたす | 分子をひく		
MATH_G6_U04	分数の わり算	45	2/9 ÷ 4/2 = ?	1/9	1/9 | 2/9 | 1/10 | 2/10		
MATH_G6_U04	分数の わり算	46	4/4 ÷ 1 = ?	1	1 | 2 | 0 | 1/2		
